u
-1.864008286347368119e-15
3.333333333331467852e-03
6.666666666664799665e-03
9.999999999998130176e-03
1.333333333333146069e-02
1.666666666666478946e-02
1.999999999999811651e-02
2.333333333333144355e-02
2.666666666666477406e-02
2.999999999999811151e-02
3.333333333333144549e-02
3.666666666666477947e-02
3.999999999999811345e-02
4.333333333333144743e-02
4.666666666666478142e-02
4.999999999999811540e-02
5.333333333333145632e-02
5.666666666666479030e-02
5.999999999999812428e-02
6.333333333333146520e-02
6.666666666666479224e-02
6.999999999999811928e-02
7.333333333333144632e-02
7.666666666666477337e-02
7.999999999999810041e-02
8.333333333333144133e-02
8.666666666666476837e-02
8.999999999999809541e-02
9.333333333333142245e-02
9.666666666666474950e-02
9.999999999999807654e-02
1.033333333333314036e-01
1.066666666666647306e-01
1.099999999999980715e-01
1.133333333333314125e-01
1.166666666666647534e-01
1.199999999999980804e-01
1.233333333333314075e-01
1.266666666666647345e-01
1.299999999999980616e-01
1.333333333333313886e-01
1.366666666666647434e-01
1.399999999999980982e-01
1.433333333333314530e-01
1.466666666666648078e-01
1.499999999999981348e-01
1.533333333333314619e-01
1.566666666666647889e-01
1.599999999999981160e-01
1.633333333333314152e-01
1.666666666666647423e-01
1.699999999999980693e-01
1.733333333333313964e-01
1.766666666666646957e-01
1.799999999999979949e-01
1.833333333333312942e-01
1.866666666666645935e-01
1.899999999999978928e-01
1.933333333333312198e-01
1.966666666666645469e-01
1.999999999999978739e-01
2.033333333333311732e-01
2.066666666666644725e-01
2.099999999999977718e-01
2.133333333333310711e-01
2.166666666666643704e-01
2.199999999999976974e-01
2.233333333333310244e-01
2.266666666666643515e-01
2.299999999999976508e-01
2.333333333333309501e-01
2.366666666666642493e-01
2.399999999999975486e-01
2.433333333333308479e-01
2.466666666666641750e-01
2.499999999999975020e-01
2.533333333333308013e-01
2.566666666666641006e-01
2.599999999999974554e-01
2.633333333333308102e-01
2.666666666666641650e-01
2.699999999999975198e-01
2.733333333333308746e-01
2.766666666666642294e-01
2.799999999999975286e-01
2.833333333333308279e-01
2.866666666666641827e-01
2.899999999999975375e-01
2.933333333333309478e-01
2.966666666666643026e-01
2.999999999999976574e-01
3.033333333333310122e-01
3.066666666666643670e-01
3.099999999999977218e-01
3.133333333333310766e-01
3.166666666666644314e-01
3.199999999999977862e-01
3.233333333333311410e-01
3.266666666666644958e-01
3.299999999999977951e-01
3.333333333333310944e-01
3.366666666666644492e-01
3.399999999999977485e-01
3.433333333333310478e-01
3.466666666666644026e-01
3.499999999999977573e-01
3.533333333333311121e-01
3.566666666666644669e-01
3.599999999999978217e-01
3.633333333333311765e-01
3.666666666666645313e-01
3.699999999999978861e-01
3.733333333333311854e-01
3.766666666666644847e-01
3.799999999999977840e-01
3.833333333333310833e-01
3.866666666666643826e-01
3.899999999999977374e-01
3.933333333333310922e-01
3.966666666666644470e-01
3.999999999999978018e-01
4.033333333333311566e-01
4.066666666666645114e-01
4.099999999999978662e-01
4.133333333333312209e-01
4.166666666666645202e-01
4.199999999999978195e-01
4.233333333333311188e-01
4.266666666666644181e-01
4.299999999999977174e-01
4.333333333333310722e-01
4.366666666666644270e-01
4.399999999999977818e-01
4.433333333333311366e-01
4.466666666666644914e-01
4.499999999999978462e-01
4.533333333333312010e-01
4.566666666666645558e-01
4.599999999999978550e-01
4.633333333333311543e-01
4.666666666666644536e-01
4.699999999999976974e-01
4.733333333333309967e-01
4.766666666666642960e-01
4.799999999999975953e-01
4.833333333333308945e-01
4.866666666666641938e-01
4.899999999999974931e-01
4.933333333333308479e-01
4.966666666666642027e-01
4.999999999999975020e-01
5.033333333333308568e-01
5.066666666666641561e-01
5.099999999999975664e-01
5.133333333333309767e-01
5.166666666666642760e-01
5.199999999999976863e-01
5.233333333333309856e-01
5.266666666666642849e-01
5.299999999999976952e-01
5.333333333333309945e-01
5.366666666666642937e-01
5.399999999999977041e-01
5.433333333333311144e-01
5.466666666666645247e-01
5.499999999999979350e-01
5.533333333333312343e-01
5.566666666666646446e-01
5.599999999999980549e-01
5.633333333333313542e-01
5.666666666666646535e-01
5.699999999999978417e-01
5.733333333333310300e-01
5.766666666666643293e-01
5.799999999999977396e-01
5.833333333333311499e-01
5.866666666666645602e-01
5.899999999999979705e-01
5.933333333333312698e-01
5.966666666666646801e-01
5.999999999999980904e-01
6.033333333333313897e-01
6.066666666666646890e-01
6.099999999999978773e-01
6.133333333333310655e-01
6.166666666666643648e-01
6.199999999999976641e-01
6.233333333333309634e-01
6.266666666666643737e-01
6.299999999999976730e-01
6.333333333333309723e-01
6.366666666666642715e-01
6.399999999999975708e-01
6.433333333333308701e-01
6.466666666666641694e-01
6.499999999999973577e-01
6.533333333333306570e-01
6.566666666666638452e-01
6.599999999999969225e-01
6.633333333333298887e-01
6.666666666666625218e-01
6.699999999999948219e-01
6.733333333333269000e-01
6.766666666666584229e-01
6.799999999999890576e-01
6.833333333333186932e-01
6.866666666666467744e-01
6.899999999999726352e-01
6.933333333332957205e-01
6.966666666666145868e-01
6.999999999999277911e-01
7.033333333332330017e-01
7.066666666665268881e-01
7.099999999998051203e-01
7.133333333330612591e-01
7.166666666662863117e-01
7.199999999994679545e-01
7.233333333325888681e-01
7.266666666656247386e-01
7.299999999985415933e-01
7.333333333312919144e-01
7.366666666638089778e-01
7.399999999959996355e-01
7.433333333277332144e-01
7.466666666588267498e-01
7.499999999890244462e-01
7.533333333179679236e-01
7.566666666451553613e-01
7.599999999698844322e-01
7.633333332911718117e-01
7.666666666076407122e-01
7.699999999173640086e-01
7.733333332176431929e-01
7.766666665047008422e-01
7.799999997732481871e-01
7.833333330158811503e-01
7.866666662222339124e-01
7.899999993777945262e-01
7.933333324622457994e-01
7.966666654471442621e-01
7.999999982926686570e-01
8.033333309430693570e-01
8.066666633202970171e-01
8.099999953150825993e-01
8.133333267744489170e-01
8.166666574842283977e-01
8.199999871445863286e-01
8.233333153357539347e-01
8.266666414700553078e-01
8.299999647247439105e-01
8.333332839479745680e-01
8.366665975271642131e-01
8.399999032046964187e-01
8.433331978199081203e-01
8.466664769478712271e-01
8.499997343936862571e-01
8.533329614844938904e-01
8.566661460782915016e-01
8.599992711762748376e-01
8.633323129801181439e-01
8.666652381721656750e-01
8.699980001076986769e-01
8.733305334841114931e-01
8.766627468777561383e-01
8.799945122955252774e-01
8.833256505470686859e-01
8.866559107658962269e-01
8.899849417389213979e-01
8.933122517678233621e-01
8.966371524749529032e-01
8.999586801316007412e-01
9.032754855175744169e-01
9.065856797246043541e-01
9.098866182811127246e-01
9.131745989268911234e-01
9.164444384976476732e-01
9.196888805633733899e-01
9.228977661220562068e-01
9.260568725708786531e-01
9.291462882658966249e-01
9.321381369055885546e-01
9.349933916678238033e-01
9.376574150016196985e-01
9.400537143356005876e-01
9.420752000698404682e-01
9.435719467644428926e-01
9.443340588035530336e-01
9.440676823249738447e-01
9.423614219216296384e-01
9.386393240236144964e-01
9.320950536330598890e-01
9.215997417529501190e-01
9.055729717874629880e-01
8.818021605024478626e-01
8.471896913700933673e-01
7.973989012514633989e-01
7.263584617520489894e-01
6.255685131195349857e-01
4.831292517006811615e-01
2.823809523809546196e-01
0.000000000000000000e+00
